epoch,step,train/loss_epoch,train/loss_step,val/error_T,val/loss,val/loss_best
53,53,,8509.1630859375,,,
53,53,8509.1630859375,,,,
54,54,,8489.2900390625,,,
54,54,8489.2900390625,,,,
55,55,,8470.0986328125,,,
55,55,8470.0986328125,,,,
56,56,,8451.5517578125,,,
56,56,8451.5517578125,,,,
57,57,,8433.61328125,,,
57,57,8433.61328125,,,,
58,58,,8416.2490234375,,,
58,58,8416.2490234375,,,,
59,59,,8399.42578125,,,
59,59,8399.42578125,,,,
60,60,,8383.111328125,,,
60,60,8383.111328125,,,,
61,61,,8367.27734375,,,
61,61,8367.27734375,,,,
62,62,,8351.8955078125,,,
62,62,8351.8955078125,,,,
63,63,,8336.9404296875,,,
63,63,8336.9404296875,,,,
64,64,,8322.38671875,,,
64,64,8322.38671875,,,,
65,65,,8308.2109375,,,
65,65,8308.2109375,,,,
66,66,,8294.3916015625,,,
66,66,8294.3916015625,,,,
67,67,,8280.9091796875,,,
67,67,8280.9091796875,,,,
68,68,,8267.7431640625,,,
68,68,8267.7431640625,,,,
69,69,,8254.8759765625,,,
69,69,8254.8759765625,,,,
70,70,,8242.291015625,,,
70,70,8242.291015625,,,,
71,71,,8229.9716796875,,,
71,71,8229.9716796875,,,,
72,72,,8217.904296875,,,
72,72,8217.904296875,,,,
73,73,,8206.0732421875,,,
73,73,8206.0732421875,,,,
74,74,,8194.466796875,,,
74,74,8194.466796875,,,,
75,75,,8183.07373046875,,,
75,75,8183.07373046875,,,,
76,76,,8171.88037109375,,,
76,76,8171.88037109375,,,,
77,77,,8160.87646484375,,,
77,77,8160.87646484375,,,,
78,78,,8150.05224609375,,,
78,78,8150.05224609375,,,,
79,79,,8139.3994140625,,,
79,79,8139.3994140625,,,,
80,80,,8128.9072265625,,,
80,80,8128.9072265625,,,,
81,81,,8118.56787109375,,,
81,81,8118.56787109375,,,,
82,82,,8108.37451171875,,,
82,82,8108.37451171875,,,,
83,83,,8098.31787109375,,,
83,83,8098.31787109375,,,,
84,84,,8088.39306640625,,,
84,84,8088.39306640625,,,,
85,85,,8078.5927734375,,,
85,85,8078.5927734375,,,,
86,86,,8068.91064453125,,,
86,86,8068.91064453125,,,,
87,87,,8059.341796875,,,
87,87,8059.341796875,,,,
88,88,,8049.8798828125,,,
88,88,8049.8798828125,,,,
89,89,,8040.52099609375,,,
89,89,8040.52099609375,,,,
90,90,,8031.25927734375,,,
90,90,8031.25927734375,,,,
91,91,,8022.09033203125,,,
91,91,8022.09033203125,,,,
92,92,,8013.01123046875,,,
92,92,8013.01123046875,,,,
93,93,,8004.0166015625,,,
93,93,8004.0166015625,,,,
94,94,,7995.10205078125,,,
94,94,7995.10205078125,,,,
95,95,,7986.26611328125,,,
95,95,7986.26611328125,,,,
96,96,,7977.5048828125,,,
96,96,7977.5048828125,,,,
97,97,,7968.81396484375,,,
97,97,7968.81396484375,,,,
98,98,,7960.19091796875,,,
98,98,7960.19091796875,,,,
99,99,,7951.63427734375,,,
99,99,7951.63427734375,,,,
100,100,,7943.13916015625,,,
100,100,7943.13916015625,,,,
101,101,,7934.70556640625,,,
101,101,7934.70556640625,,,,
102,102,,7926.32861328125,,,
102,102,7926.32861328125,,,,
103,103,,7918.00830078125,,,
103,103,7918.00830078125,,,,
104,104,,7909.74072265625,,,
104,104,7909.74072265625,,,,
105,105,,7901.525390625,,,
105,105,7901.525390625,,,,
106,106,,7893.359375,,,
106,106,7893.359375,,,,
107,107,,7885.2412109375,,,
107,107,7885.2412109375,,,,
108,108,,7877.16943359375,,,
108,108,7877.16943359375,,,,
109,109,,7869.1416015625,,,
109,109,7869.1416015625,,,,
110,110,,7861.158203125,,,
110,110,7861.158203125,,,,
111,111,,7853.21533203125,,,
111,111,7853.21533203125,,,,
112,112,,7845.31298828125,,,
112,112,7845.31298828125,,,,
113,113,,7837.44970703125,,,
113,113,7837.44970703125,,,,
114,114,,7829.6240234375,,,
114,114,7829.6240234375,,,,
115,115,,7821.8349609375,,,
115,115,7821.8349609375,,,,
116,116,,7814.08154296875,,,
116,116,7814.08154296875,,,,
117,117,,7806.36181640625,,,
117,117,7806.36181640625,,,,
118,118,,7798.6748046875,,,
118,118,7798.6748046875,,,,
119,119,,7791.0205078125,,,
119,119,7791.0205078125,,,,
120,120,,7783.396484375,,,
120,120,7783.396484375,,,,
121,121,,7775.80224609375,,,
121,121,7775.80224609375,,,,
122,122,,7768.23779296875,,,
122,122,7768.23779296875,,,,
123,123,,7760.701171875,,,
123,123,7760.701171875,,,,
124,124,,7753.19140625,,,
124,124,7753.19140625,,,,
125,125,,7745.7080078125,,,
125,125,7745.7080078125,,,,
126,126,,7738.25,,,
126,126,7738.25,,,,
127,127,,7730.81640625,,,
127,127,7730.81640625,,,,
128,128,,7723.40673828125,,,
128,128,7723.40673828125,,,,
129,129,,7716.02001953125,,,
129,129,7716.02001953125,,,,
130,130,,7708.65625,,,
130,130,7708.65625,,,,
131,131,,7701.3134765625,,,
131,131,7701.3134765625,,,,
132,132,,7693.9921875,,,
132,132,7693.9921875,,,,
133,133,,7686.69189453125,,,
133,133,7686.69189453125,,,,
134,134,,7679.41162109375,,,
134,134,7679.41162109375,,,,
135,135,,7672.15087890625,,,
135,135,7672.15087890625,,,,
136,136,,7664.90966796875,,,
136,136,7664.90966796875,,,,
137,137,,7657.6875,,,
137,137,7657.6875,,,,
138,138,,7650.484375,,,
138,138,7650.484375,,,,
139,139,,7643.298828125,,,
139,139,7643.298828125,,,,
140,140,,7636.13232421875,,,
140,140,7636.13232421875,,,,
141,141,,7628.98486328125,,,
141,141,7628.98486328125,,,,
142,142,,7621.85400390625,,,
142,142,7621.85400390625,,,,
143,143,,7614.74267578125,,,
143,143,7614.74267578125,,,,
144,144,,7607.64892578125,,,
144,144,7607.64892578125,,,,
145,145,,7600.57275390625,,,
145,145,7600.57275390625,,,,
146,146,,7593.51513671875,,,
146,146,7593.51513671875,,,,
147,147,,7586.47509765625,,,
147,147,7586.47509765625,,,,
148,148,,7579.455078125,,,
148,148,7579.455078125,,,,
149,149,,7572.451171875,,,
149,149,7572.451171875,,,,
150,150,,7565.46630859375,,,
150,150,7565.46630859375,,,,
151,151,,7558.49951171875,,,
151,151,7558.49951171875,,,,
152,152,,7551.55029296875,,,
152,152,7551.55029296875,,,,
153,153,,7544.6201171875,,,
153,153,7544.6201171875,,,,
154,154,,7537.70751953125,,,
154,154,7537.70751953125,,,,
155,155,,7530.81298828125,,,
155,155,7530.81298828125,,,,
156,156,,7523.93701171875,,,
156,156,7523.93701171875,,,,
157,157,,7517.07861328125,,,
157,157,7517.07861328125,,,,
158,158,,7510.23974609375,,,
158,158,7510.23974609375,,,,
159,159,,7503.4169921875,,,
159,159,7503.4169921875,,,,
160,160,,7496.61279296875,,,
160,160,7496.61279296875,,,,
161,161,,7489.826171875,,,
161,161,7489.826171875,,,,
162,162,,7483.056640625,,,
162,162,7483.056640625,,,,
163,163,,7476.3056640625,,,
163,163,7476.3056640625,,,,
164,164,,7469.57177734375,,,
164,164,7469.57177734375,,,,
165,165,,7462.8544921875,,,
165,165,7462.8544921875,,,,
166,166,,7456.15478515625,,,
166,166,7456.15478515625,,,,
167,167,,7449.4716796875,,,
167,167,7449.4716796875,,,,
168,168,,7442.80615234375,,,
168,168,7442.80615234375,,,,
169,169,,7436.15771484375,,,
169,169,7436.15771484375,,,,
170,170,,7429.52587890625,,,
170,170,7429.52587890625,,,,
171,171,,7422.90966796875,,,
171,171,7422.90966796875,,,,
172,172,,7416.31005859375,,,
172,172,7416.31005859375,,,,
173,173,,7409.7265625,,,
173,173,7409.7265625,,,,
174,174,,7403.15966796875,,,
174,174,7403.15966796875,,,,
175,175,,7396.6083984375,,,
175,175,7396.6083984375,,,,
176,176,,7390.07373046875,,,
176,176,7390.07373046875,,,,
177,177,,7383.55322265625,,,
177,177,7383.55322265625,,,,
178,178,,7377.04931640625,,,
178,178,7377.04931640625,,,,
179,179,,7370.56005859375,,,
179,179,7370.56005859375,,,,
180,180,,7364.0869140625,,,
180,180,7364.0869140625,,,,
181,181,,7357.6279296875,,,
181,181,7357.6279296875,,,,
182,182,,7351.1845703125,,,
182,182,7351.1845703125,,,,
183,183,,7344.75537109375,,,
183,183,7344.75537109375,,,,
184,184,,7338.341796875,,,
184,184,7338.341796875,,,,
185,185,,7331.94189453125,,,
185,185,7331.94189453125,,,,
186,186,,7325.55712890625,,,
186,186,7325.55712890625,,,,
187,187,,7319.1865234375,,,
187,187,7319.1865234375,,,,
188,188,,7312.830078125,,,
188,188,7312.830078125,,,,
189,189,,7306.4873046875,,,
189,189,7306.4873046875,,,,
190,190,,7300.15869140625,,,
190,190,7300.15869140625,,,,
191,191,,7293.84375,,,
191,191,7293.84375,,,,
192,192,,7287.54345703125,,,
192,192,7287.54345703125,,,,
193,193,,7281.255859375,,,
193,193,7281.255859375,,,,
194,194,,7274.982421875,,,
194,194,7274.982421875,,,,
195,195,,7268.7216796875,,,
195,195,7268.7216796875,,,,
196,196,,7262.47412109375,,,
196,196,7262.47412109375,,,,
197,197,,7256.23974609375,,,
197,197,7256.23974609375,,,,
198,198,,7250.01806640625,,,
198,198,7250.01806640625,,,,
199,199,,7243.81005859375,,,
199,199,7243.81005859375,,,,
200,200,,7237.61474609375,,,
200,200,7237.61474609375,,,,
201,201,,7231.43212890625,,,
201,201,7231.43212890625,,,,
202,202,,7225.26220703125,,,
202,202,7225.26220703125,,,,
203,203,,7219.1044921875,,,
203,203,7219.1044921875,,,,
204,204,,7212.95947265625,,,
204,204,7212.95947265625,,,,
205,205,,7206.8271484375,,,
205,205,7206.8271484375,,,,
206,206,,7200.70703125,,,
206,206,7200.70703125,,,,
207,207,,7194.5986328125,,,
207,207,7194.5986328125,,,,
208,208,,7188.50244140625,,,
208,208,7188.50244140625,,,,
209,209,,7182.41796875,,,
209,209,7182.41796875,,,,
210,210,,7176.345703125,,,
210,210,7176.345703125,,,,
211,211,,7170.28515625,,,
211,211,7170.28515625,,,,
212,212,,7164.23583984375,,,
212,212,7164.23583984375,,,,
213,213,,7158.19970703125,,,
213,213,7158.19970703125,,,,
214,214,,7152.173828125,,,
214,214,7152.173828125,,,,
215,215,,7146.15966796875,,,
215,215,7146.15966796875,,,,
216,216,,7140.15673828125,,,
216,216,7140.15673828125,,,,
217,217,,7134.16552734375,,,
217,217,7134.16552734375,,,,
218,218,,7128.18603515625,,,
218,218,7128.18603515625,,,,
219,219,,7122.21630859375,,,
219,219,7122.21630859375,,,,
220,220,,7116.25830078125,,,
220,220,7116.25830078125,,,,
221,221,,7110.31201171875,,,
221,221,7110.31201171875,,,,
222,222,,7104.376953125,,,
222,222,7104.376953125,,,,
223,223,,7098.451171875,,,
223,223,7098.451171875,,,,
224,224,,7092.537109375,,,
224,224,7092.537109375,,,,
225,225,,7086.63427734375,,,
225,225,7086.63427734375,,,,
226,226,,7080.7421875,,,
226,226,7080.7421875,,,,
227,227,,7074.85986328125,,,
227,227,7074.85986328125,,,,
228,228,,7068.98876953125,,,
228,228,7068.98876953125,,,,
229,229,,7063.1279296875,,,
229,229,7063.1279296875,,,,
230,230,,7057.27734375,,,
230,230,7057.27734375,,,,
231,231,,7051.43701171875,,,
231,231,7051.43701171875,,,,
232,232,,7045.60791015625,,,
232,232,7045.60791015625,,,,
233,233,,7039.7880859375,,,
233,233,7039.7880859375,,,,
234,234,,7033.9794921875,,,
234,234,7033.9794921875,,,,
235,235,,7028.18017578125,,,
235,235,7028.18017578125,,,,
236,236,,7022.3916015625,,,
236,236,7022.3916015625,,,,
237,237,,7016.6123046875,,,
237,237,7016.6123046875,,,,
238,238,,7010.84375,,,
238,238,7010.84375,,,,
239,239,,7005.0849609375,,,
239,239,7005.0849609375,,,,
240,240,,6999.33544921875,,,
240,240,6999.33544921875,,,,
241,241,,6993.59619140625,,,
241,241,6993.59619140625,,,,
242,242,,6987.86669921875,,,
242,242,6987.86669921875,,,,
243,243,,6982.14794921875,,,
243,243,6982.14794921875,,,,
244,244,,6976.43701171875,,,
244,244,6976.43701171875,,,,
245,245,,6970.73681640625,,,
245,245,6970.73681640625,,,,
246,246,,6965.04541015625,,,
246,246,6965.04541015625,,,,
247,247,,6959.36474609375,,,
247,247,6959.36474609375,,,,
248,248,,6953.693359375,,,
248,248,6953.693359375,,,,
249,249,,6948.0302734375,,,
249,249,6948.0302734375,,,,
250,250,,6942.3779296875,,,
250,250,6942.3779296875,,,,
251,251,,6936.734375,,,
251,251,6936.734375,,,,
252,252,,6931.099609375,,,
252,252,6931.099609375,,,,
253,253,,6925.474609375,,,
253,253,6925.474609375,,,,
254,254,,6919.8583984375,,,
254,254,6919.8583984375,,,,
255,255,,6914.25244140625,,,
255,255,6914.25244140625,,,,
256,256,,6908.6552734375,,,
256,256,6908.6552734375,,,,
257,257,,6903.06591796875,,,
257,257,6903.06591796875,,,,
258,258,,6897.4873046875,,,
258,258,6897.4873046875,,,,
259,259,,6891.9169921875,,,
259,259,6891.9169921875,,,,
260,260,,6886.35546875,,,
260,260,6886.35546875,,,,
261,261,,6880.802734375,,,
261,261,6880.802734375,,,,
262,262,,6875.259765625,,,
262,262,6875.259765625,,,,
263,263,,6869.72509765625,,,
263,263,6869.72509765625,,,,
264,264,,6864.19921875,,,
264,264,6864.19921875,,,,
265,265,,6858.68212890625,,,
265,265,6858.68212890625,,,,
266,266,,6853.173828125,,,
266,266,6853.173828125,,,,
267,267,,6847.67431640625,,,
267,267,6847.67431640625,,,,
268,268,,6842.18359375,,,
268,268,6842.18359375,,,,
269,269,,6836.701171875,,,
269,269,6836.701171875,,,,
270,270,,6831.22802734375,,,
270,270,6831.22802734375,,,,
271,271,,6825.7626953125,,,
271,271,6825.7626953125,,,,
272,272,,6820.30615234375,,,
272,272,6820.30615234375,,,,
273,273,,6814.85791015625,,,
273,273,6814.85791015625,,,,
274,274,,6809.41845703125,,,
274,274,6809.41845703125,,,,
275,275,,6803.98681640625,,,
275,275,6803.98681640625,,,,
276,276,,6798.564453125,,,
276,276,6798.564453125,,,,
277,277,,6793.14990234375,,,
277,277,6793.14990234375,,,,
278,278,,6787.74365234375,,,
278,278,6787.74365234375,,,,
279,279,,6782.3466796875,,,
279,279,6782.3466796875,,,,
280,280,,6776.95703125,,,
280,280,6776.95703125,,,,
281,281,,6771.576171875,,,
281,281,6771.576171875,,,,
282,282,,6766.203125,,,
282,282,6766.203125,,,,
283,283,,6760.83837890625,,,
283,283,6760.83837890625,,,,
284,284,,6755.4814453125,,,
284,284,6755.4814453125,,,,
285,285,,6750.1337890625,,,
285,285,6750.1337890625,,,,
286,286,,6744.79296875,,,
286,286,6744.79296875,,,,
287,287,,6739.4609375,,,
287,287,6739.4609375,,,,
288,288,,6734.13623046875,,,
288,288,6734.13623046875,,,,
289,289,,6728.8203125,,,
289,289,6728.8203125,,,,
290,290,,6723.51220703125,,,
290,290,6723.51220703125,,,,
291,291,,6718.2119140625,,,
291,291,6718.2119140625,,,,
292,292,,6712.92041015625,,,
292,292,6712.92041015625,,,,
293,293,,6707.6357421875,,,
293,293,6707.6357421875,,,,
294,294,,6702.3583984375,,,
294,294,6702.3583984375,,,,
295,295,,6697.09033203125,,,
295,295,6697.09033203125,,,,
296,296,,6691.82958984375,,,
296,296,6691.82958984375,,,,
297,297,,6686.576171875,,,
297,297,6686.576171875,,,,
298,298,,6681.33056640625,,,
298,298,6681.33056640625,,,,
299,299,,6676.09375,,,
299,299,6676.09375,,,,
300,300,,6670.86376953125,,,
300,300,6670.86376953125,,,,
301,301,,6665.64208984375,,,
301,301,6665.64208984375,,,,
302,302,,6660.42724609375,,,
302,302,6660.42724609375,,,,
303,303,,6655.22119140625,,,
303,303,6655.22119140625,,,,
304,304,,6650.02197265625,,,
304,304,6650.02197265625,,,,
305,305,,6644.83056640625,,,
305,305,6644.83056640625,,,,
306,306,,6639.64697265625,,,
306,306,6639.64697265625,,,,
307,307,,6634.47119140625,,,
307,307,6634.47119140625,,,,
308,308,,6629.30224609375,,,
308,308,6629.30224609375,,,,
309,309,,6624.140625,,,
309,309,6624.140625,,,,
310,310,,6618.98681640625,,,
310,310,6618.98681640625,,,,
311,311,,6613.8408203125,,,
311,311,6613.8408203125,,,,
312,312,,6608.70166015625,,,
312,312,6608.70166015625,,,,
313,313,,6603.5703125,,,
313,313,6603.5703125,,,,
314,314,,6598.44677734375,,,
314,314,6598.44677734375,,,,
315,315,,6593.33056640625,,,
315,315,6593.33056640625,,,,
316,316,,6588.2216796875,,,
316,316,6588.2216796875,,,,
317,317,,6583.11962890625,,,
317,317,6583.11962890625,,,,
318,318,,6578.02490234375,,,
318,318,6578.02490234375,,,,
319,319,,6572.9375,,,
319,319,6572.9375,,,,
320,320,,6567.85791015625,,,
320,320,6567.85791015625,,,,
321,321,,6562.78564453125,,,
321,321,6562.78564453125,,,,
322,322,,6557.720703125,,,
322,322,6557.720703125,,,,
323,323,,6552.662109375,,,
323,323,6552.662109375,,,,
324,324,,6547.611328125,,,
324,324,6547.611328125,,,,
325,325,,6542.56787109375,,,
325,325,6542.56787109375,,,,
326,326,,6537.53125,,,
326,326,6537.53125,,,,
327,327,,6532.50244140625,,,
327,327,6532.50244140625,,,,
328,328,,6527.4794921875,,,
328,328,6527.4794921875,,,,
329,329,,6522.46435546875,,,
329,329,6522.46435546875,,,,
330,330,,6517.45703125,,,
330,330,6517.45703125,,,,
331,331,,6512.45556640625,,,
331,331,6512.45556640625,,,,
332,332,,6507.4619140625,,,
332,332,6507.4619140625,,,,
333,333,,6502.474609375,,,
333,333,6502.474609375,,,,
334,334,,6497.4951171875,,,
334,334,6497.4951171875,,,,
335,335,,6492.5224609375,,,
335,335,6492.5224609375,,,,
336,336,,6487.556640625,,,
336,336,6487.556640625,,,,
337,337,,6482.59814453125,,,
337,337,6482.59814453125,,,,
338,338,,6477.64697265625,,,
338,338,6477.64697265625,,,,
339,339,,6472.701171875,,,
339,339,6472.701171875,,,,
340,340,,6467.7626953125,,,
340,340,6467.7626953125,,,,
341,341,,6462.83251953125,,,
341,341,6462.83251953125,,,,
342,342,,6457.90771484375,,,
342,342,6457.90771484375,,,,
343,343,,6452.990234375,,,
343,343,6452.990234375,,,,
344,344,,6448.08056640625,,,
344,344,6448.08056640625,,,,
345,345,,6443.17626953125,,,
345,345,6443.17626953125,,,,
346,346,,6438.279296875,,,
346,346,6438.279296875,,,,
347,347,,6433.39013671875,,,
347,347,6433.39013671875,,,,
348,348,,6428.5068359375,,,
348,348,6428.5068359375,,,,
349,349,,6423.63037109375,,,
349,349,6423.63037109375,,,,
350,350,,6418.7607421875,,,
350,350,6418.7607421875,,,,
351,351,,6413.89697265625,,,
351,351,6413.89697265625,,,,
352,352,,6409.041015625,,,
352,352,6409.041015625,,,,
353,353,,6404.19091796875,,,
353,353,6404.19091796875,,,,
354,354,,6399.34912109375,,,
354,354,6399.34912109375,,,,
355,355,,6394.5126953125,,,
355,355,6394.5126953125,,,,
356,356,,6389.68359375,,,
356,356,6389.68359375,,,,
357,357,,6384.8603515625,,,
357,357,6384.8603515625,,,,
358,358,,6380.04443359375,,,
358,358,6380.04443359375,,,,
359,359,,6375.2353515625,,,
359,359,6375.2353515625,,,,
360,360,,6370.4326171875,,,
360,360,6370.4326171875,,,,
361,361,,6365.63623046875,,,
361,361,6365.63623046875,,,,
362,362,,6360.84619140625,,,
362,362,6360.84619140625,,,,
363,363,,6356.0634765625,,,
363,363,6356.0634765625,,,,
364,364,,6351.28759765625,,,
364,364,6351.28759765625,,,,
365,365,,6346.51611328125,,,
365,365,6346.51611328125,,,,
366,366,,6341.75244140625,,,
366,366,6341.75244140625,,,,
367,367,,6336.99560546875,,,
367,367,6336.99560546875,,,,
368,368,,6332.24462890625,,,
368,368,6332.24462890625,,,,
369,369,,6327.50146484375,,,
369,369,6327.50146484375,,,,
370,370,,6322.763671875,,,
370,370,6322.763671875,,,,
371,371,,6318.03271484375,,,
371,371,6318.03271484375,,,,
372,372,,6313.30810546875,,,
372,372,6313.30810546875,,,,
373,373,,6308.58984375,,,
373,373,6308.58984375,,,,
374,374,,6303.87744140625,,,
374,374,6303.87744140625,,,,
375,375,,6299.1728515625,,,
375,375,6299.1728515625,,,,
376,376,,6294.4736328125,,,
376,376,6294.4736328125,,,,
377,377,,6289.78076171875,,,
377,377,6289.78076171875,,,,
378,378,,6285.0947265625,,,
378,378,6285.0947265625,,,,
379,379,,6280.4150390625,,,
379,379,6280.4150390625,,,,
380,380,,6275.74169921875,,,
380,380,6275.74169921875,,,,
381,381,,6271.07373046875,,,
381,381,6271.07373046875,,,,
382,382,,6266.4130859375,,,
382,382,6266.4130859375,,,,
383,383,,6261.7587890625,,,
383,383,6261.7587890625,,,,
384,384,,6257.1103515625,,,
384,384,6257.1103515625,,,,
385,385,,6252.46826171875,,,
385,385,6252.46826171875,,,,
386,386,,6247.83203125,,,
386,386,6247.83203125,,,,
387,387,,6243.203125,,,
387,387,6243.203125,,,,
388,388,,6238.580078125,,,
388,388,6238.580078125,,,,
389,389,,6233.9619140625,,,
389,389,6233.9619140625,,,,
390,390,,6229.35205078125,,,
390,390,6229.35205078125,,,,
391,391,,6224.74755859375,,,
391,391,6224.74755859375,,,,
392,392,,6220.1494140625,,,
392,392,6220.1494140625,,,,
393,393,,6215.55712890625,,,
393,393,6215.55712890625,,,,
394,394,,6210.97119140625,,,
394,394,6210.97119140625,,,,
395,395,,6206.39111328125,,,
395,395,6206.39111328125,,,,
396,396,,6201.81787109375,,,
396,396,6201.81787109375,,,,
397,397,,6197.25,,,
397,397,6197.25,,,,
398,398,,6192.68896484375,,,
398,398,6192.68896484375,,,,
399,399,,6188.13330078125,,,
399,399,6188.13330078125,,,,
400,400,,6183.58349609375,,,
400,400,6183.58349609375,,,,
401,401,,6179.041015625,,,
401,401,6179.041015625,,,,
402,402,,6174.50390625,,,
402,402,6174.50390625,,,,
403,403,,6169.97265625,,,
403,403,6169.97265625,,,,
404,404,,6165.4482421875,,,
404,404,6165.4482421875,,,,
405,405,,6160.9287109375,,,
405,405,6160.9287109375,,,,
406,406,,6156.416015625,,,
406,406,6156.416015625,,,,
407,407,,6151.91015625,,,
407,407,6151.91015625,,,,
408,408,,6147.4091796875,,,
408,408,6147.4091796875,,,,
409,409,,6142.91455078125,,,
409,409,6142.91455078125,,,,
410,410,,6138.42529296875,,,
410,410,6138.42529296875,,,,
411,411,,6133.9423828125,,,
411,411,6133.9423828125,,,,
412,412,,6129.4658203125,,,
412,412,6129.4658203125,,,,
413,413,,6124.99462890625,,,
413,413,6124.99462890625,,,,
414,414,,6120.53076171875,,,
414,414,6120.53076171875,,,,
415,415,,6116.0712890625,,,
415,415,6116.0712890625,,,,
416,416,,6111.61865234375,,,
416,416,6111.61865234375,,,,
417,417,,6107.17138671875,,,
417,417,6107.17138671875,,,,
418,418,,6102.73046875,,,
418,418,6102.73046875,,,,
419,419,,6098.29541015625,,,
419,419,6098.29541015625,,,,
420,420,,6093.86572265625,,,
420,420,6093.86572265625,,,,
421,421,,6089.44189453125,,,
421,421,6089.44189453125,,,,
422,422,,6085.02490234375,,,
422,422,6085.02490234375,,,,
423,423,,6080.61376953125,,,
423,423,6080.61376953125,,,,
424,424,,6076.20751953125,,,
424,424,6076.20751953125,,,,
425,425,,6071.8076171875,,,
425,425,6071.8076171875,,,,
426,426,,6067.41357421875,,,
426,426,6067.41357421875,,,,
427,427,,6063.025390625,,,
427,427,6063.025390625,,,,
428,428,,6058.64306640625,,,
428,428,6058.64306640625,,,,
429,429,,6054.26611328125,,,
429,429,6054.26611328125,,,,
430,430,,6049.8955078125,,,
430,430,6049.8955078125,,,,
431,431,,6045.53076171875,,,
431,431,6045.53076171875,,,,
432,432,,6041.17138671875,,,
432,432,6041.17138671875,,,,
433,433,,6036.818359375,,,
433,433,6036.818359375,,,,
434,434,,6032.47021484375,,,
434,434,6032.47021484375,,,,
435,435,,6028.12841796875,,,
435,435,6028.12841796875,,,,
436,436,,6023.79248046875,,,
436,436,6023.79248046875,,,,
437,437,,6019.46142578125,,,
437,437,6019.46142578125,,,,
438,438,,6015.13720703125,,,
438,438,6015.13720703125,,,,
439,439,,6010.818359375,,,
439,439,6010.818359375,,,,
440,440,,6006.5048828125,,,
440,440,6006.5048828125,,,,
441,441,,6002.19677734375,,,
441,441,6002.19677734375,,,,
442,442,,5997.89453125,,,
442,442,5997.89453125,,,,
443,443,,5993.5986328125,,,
443,443,5993.5986328125,,,,
