epoch,step,train/loss_epoch,train/loss_step,val/error_T,val/loss,val/loss_best
6995,6995,19.504554748535156,,,,
6996,6996,,19.489900588989258,,,
6996,6996,19.489900588989258,,,,
6997,6997,,19.478050231933594,,,
6997,6997,19.478050231933594,,,,
6998,6998,,19.474943161010742,,,
6998,6998,19.474943161010742,,,,
6999,6999,,19.472110748291016,,,
6999,6999,19.472110748291016,,,,
7000,7000,,19.461864471435547,,,
7000,7000,19.461864471435547,,,,
7001,7001,,19.459787368774414,,,
7001,7001,19.459787368774414,,,,
7002,7002,,19.450721740722656,,,
7002,7002,19.450721740722656,,,,
7003,7003,,19.442842483520508,,,
7003,7003,19.442842483520508,,,,
7004,7004,,19.4373722076416,,,
7004,7004,19.4373722076416,,,,
7005,7005,,19.428970336914062,,,
7005,7005,19.428970336914062,,,,
7006,7006,,19.41861915588379,,,
7006,7006,19.41861915588379,,,,
7007,7007,,19.41356658935547,,,
7007,7007,19.41356658935547,,,,
7008,7008,,19.407325744628906,,,
7008,7008,19.407325744628906,,,,
7009,7009,,19.39633560180664,,,
7009,7009,19.39633560180664,,,,
7010,7010,,19.39006233215332,,,
7010,7010,19.39006233215332,,,,
7011,7011,,19.385162353515625,,,
7011,7011,19.385162353515625,,,,
7012,7012,,19.374387741088867,,,
7012,7012,19.374387741088867,,,,
7013,7013,,19.369335174560547,,,
7013,7013,19.369335174560547,,,,
7014,7014,,19.36245346069336,,,
7014,7014,19.36245346069336,,,,
7015,7015,,19.362411499023438,,,
7015,7015,19.362411499023438,,,,
7016,7016,,19.352155685424805,,,
7016,7016,19.352155685424805,,,,
7017,7017,,19.338327407836914,,,
7017,7017,19.338327407836914,,,,
7018,7018,,19.33133888244629,,,
7018,7018,19.33133888244629,,,,
7019,7019,,19.320344924926758,,,
7019,7019,19.320344924926758,,,,
7020,7020,,19.31620216369629,,,
7020,7020,19.31620216369629,,,,
7021,7021,,19.307703018188477,,,
7021,7021,19.307703018188477,,,,
7022,7022,,19.302040100097656,,,
7022,7022,19.302040100097656,,,,
7023,7023,,19.291152954101562,,,
7023,7023,19.291152954101562,,,,
7024,7024,,19.286623001098633,,,
7024,7024,19.286623001098633,,,,
7025,7025,,19.27528953552246,,,
7025,7025,19.27528953552246,,,,
7026,7026,,19.268980026245117,,,
7026,7026,19.268980026245117,,,,
7027,7027,,19.259111404418945,,,
7027,7027,19.259111404418945,,,,
7028,7028,,19.250568389892578,,,
7028,7028,19.250568389892578,,,,
7029,7029,,19.248313903808594,,,
7029,7029,19.248313903808594,,,,
7030,7030,,19.2420597076416,,,
7030,7030,19.2420597076416,,,,
7031,7031,,19.235179901123047,,,
7031,7031,19.235179901123047,,,,
7032,7032,,19.22301483154297,,,
7032,7032,19.22301483154297,,,,
7033,7033,,19.21094512939453,,,
7033,7033,19.21094512939453,,,,
7034,7034,,19.20423126220703,,,
7034,7034,19.20423126220703,,,,
7035,7035,,19.196895599365234,,,
7035,7035,19.196895599365234,,,,
7036,7036,,19.190902709960938,,,
7036,7036,19.190902709960938,,,,
7037,7037,,19.185077667236328,,,
7037,7037,19.185077667236328,,,,
7038,7038,,19.176267623901367,,,
7038,7038,19.176267623901367,,,,
7039,7039,,19.173015594482422,,,
7039,7039,19.173015594482422,,,,
7040,7040,,19.16689682006836,,,
7040,7040,19.16689682006836,,,,
7041,7041,,19.159099578857422,,,
7041,7041,19.159099578857422,,,,
7042,7042,,19.146963119506836,,,
7042,7042,19.146963119506836,,,,
7043,7043,,19.13573455810547,,,
7043,7043,19.13573455810547,,,,
7044,7044,,19.135202407836914,,,
7044,7044,19.135202407836914,,,,
7045,7045,,19.132871627807617,,,
7045,7045,19.132871627807617,,,,
7046,7046,,19.128217697143555,,,
7046,7046,19.128217697143555,,,,
7047,7047,,19.113740921020508,,,
7047,7047,19.113740921020508,,,,
7048,7048,,19.107620239257812,,,
7048,7048,19.107620239257812,,,,
7049,7049,,19.098159790039062,,,
7049,7049,19.098159790039062,,,,
7050,7050,,19.092182159423828,,,
7050,7050,19.092182159423828,,,,
7051,7051,,19.089126586914062,,,
7051,7051,19.089126586914062,,,,
7052,7052,,19.081613540649414,,,
7052,7052,19.081613540649414,,,,
7053,7053,,19.071352005004883,,,
7053,7053,19.071352005004883,,,,
7054,7054,,19.063451766967773,,,
7054,7054,19.063451766967773,,,,
7055,7055,,19.061426162719727,,,
7055,7055,19.061426162719727,,,,
7056,7056,,19.05430030822754,,,
7056,7056,19.05430030822754,,,,
7057,7057,,19.044631958007812,,,
7057,7057,19.044631958007812,,,,
7058,7058,,19.03982925415039,,,
7058,7058,19.03982925415039,,,,
7059,7059,,19.033710479736328,,,
7059,7059,19.033710479736328,,,,
7060,7060,,19.027128219604492,,,
7060,7060,19.027128219604492,,,,
7061,7061,,19.010473251342773,,,
7061,7061,19.010473251342773,,,,
7062,7062,,19.00406265258789,,,
7062,7062,19.00406265258789,,,,
7063,7063,,18.99993133544922,,,
7063,7063,18.99993133544922,,,,
7064,7064,,18.99266815185547,,,
7064,7064,18.99266815185547,,,,
7065,7065,,18.9913272857666,,,
7065,7065,18.9913272857666,,,,
7066,7066,,18.98316764831543,,,
7066,7066,18.98316764831543,,,,
7067,7067,,18.97954750061035,,,
7067,7067,18.97954750061035,,,,
7068,7068,,18.969818115234375,,,
7068,7068,18.969818115234375,,,,
7069,7069,,18.959806442260742,,,
7069,7069,18.959806442260742,,,,
7070,7070,,18.95118522644043,,,
7070,7070,18.95118522644043,,,,
7071,7071,,18.94883918762207,,,
7071,7071,18.94883918762207,,,,
7072,7072,,18.93971061706543,,,
7072,7072,18.93971061706543,,,,
7073,7073,,18.935129165649414,,,
7073,7073,18.935129165649414,,,,
7074,7074,,18.928071975708008,,,
7074,7074,18.928071975708008,,,,
7075,7075,,18.913415908813477,,,
7075,7075,18.913415908813477,,,,
7076,7076,,18.906291961669922,,,
7076,7076,18.906291961669922,,,,
7077,7077,,18.90058708190918,,,
7077,7077,18.90058708190918,,,,
7078,7078,,18.89447021484375,,,
7078,7078,18.89447021484375,,,,
7079,7079,,18.886396408081055,,,
7079,7079,18.886396408081055,,,,
7080,7080,,18.884967803955078,,,
7080,7080,18.884967803955078,,,,
7081,7081,,18.879440307617188,,,
7081,7081,18.879440307617188,,,,
7082,7082,,18.87236213684082,,,
7082,7082,18.87236213684082,,,,
7083,7083,,18.869077682495117,,,
7083,7083,18.869077682495117,,,,
7084,7084,,18.86092185974121,,,
7084,7084,18.86092185974121,,,,
7085,7085,,18.847492218017578,,,
7085,7085,18.847492218017578,,,,
7086,7086,,18.84013557434082,,,
7086,7086,18.84013557434082,,,,
7087,7087,,18.83880043029785,,,
7087,7087,18.83880043029785,,,,
7088,7088,,18.83473777770996,,,
7088,7088,18.83473777770996,,,,
7089,7089,,18.82807159423828,,,
7089,7089,18.82807159423828,,,,
7090,7090,,18.81757164001465,,,
7090,7090,18.81757164001465,,,,
7091,7091,,18.80768394470215,,,
7091,7091,18.80768394470215,,,,
7092,7092,,18.79876708984375,,,
7092,7092,18.79876708984375,,,,
7093,7093,,18.791664123535156,,,
7093,7093,18.791664123535156,,,,
7094,7094,,18.78645896911621,,,
7094,7094,18.78645896911621,,,,
7095,7095,,18.773658752441406,,,
7095,7095,18.773658752441406,,,,
7096,7096,,18.769775390625,,,
7096,7096,18.769775390625,,,,
7097,7097,,18.763296127319336,,,
7097,7097,18.763296127319336,,,,
7098,7098,,18.754581451416016,,,
7098,7098,18.754581451416016,,,,
7099,7099,,18.751989364624023,,,
7099,7099,18.751989364624023,,,,
7100,7100,,18.74342155456543,,,
7100,7100,18.74342155456543,,,,
7101,7101,,18.73731231689453,,,
7101,7101,18.73731231689453,,,,
7102,7102,,18.72228240966797,,,
7102,7102,18.72228240966797,,,,
7103,7103,,18.723581314086914,,,
7103,7103,18.723581314086914,,,,
7104,7104,,18.720550537109375,,,
7104,7104,18.720550537109375,,,,
7105,7105,,18.71183967590332,,,
7105,7105,18.71183967590332,,,,
7106,7106,,18.702007293701172,,,
7106,7106,18.702007293701172,,,,
7107,7107,,18.695377349853516,,,
7107,7107,18.695377349853516,,,,
7108,7108,,18.689590454101562,,,
7108,7108,18.689590454101562,,,,
7109,7109,,18.68326759338379,,,
7109,7109,18.68326759338379,,,,
7110,7110,,18.677169799804688,,,
7110,7110,18.677169799804688,,,,
7111,7111,,18.671756744384766,,,
7111,7111,18.671756744384766,,,,
7112,7112,,18.663251876831055,,,
7112,7112,18.663251876831055,,,,
7113,7113,,18.651182174682617,,,
7113,7113,18.651182174682617,,,,
7114,7114,,18.642868041992188,,,
7114,7114,18.642868041992188,,,,
7115,7115,,18.638967514038086,,,
7115,7115,18.638967514038086,,,,
7116,7116,,18.628944396972656,,,
7116,7116,18.628944396972656,,,,
7117,7117,,18.620269775390625,,,
7117,7117,18.620269775390625,,,,
7118,7118,,18.61045265197754,,,
7118,7118,18.61045265197754,,,,
7119,7119,,18.60003089904785,,,
7119,7119,18.60003089904785,,,,
7120,7120,,18.59843635559082,,,
7120,7120,18.59843635559082,,,,
7121,7121,,18.59265899658203,,,
7121,7121,18.59265899658203,,,,
7122,7122,,18.5875244140625,,,
7122,7122,18.5875244140625,,,,
7123,7123,,18.58405113220215,,,
7123,7123,18.58405113220215,,,,
7124,7124,,18.57251739501953,,,
7124,7124,18.57251739501953,,,,
7125,7125,,18.56260871887207,,,
7125,7125,18.56260871887207,,,,
7126,7126,,18.556346893310547,,,
7126,7126,18.556346893310547,,,,
7127,7127,,18.55044937133789,,,
7127,7127,18.55044937133789,,,,
7128,7128,,18.53933334350586,,,
7128,7128,18.53933334350586,,,,
7129,7129,,18.534912109375,,,
7129,7129,18.534912109375,,,,
7130,7130,,18.531770706176758,,,
7130,7130,18.531770706176758,,,,
7131,7131,,18.52326011657715,,,
7131,7131,18.52326011657715,,,,
7132,7132,,18.51447296142578,,,
7132,7132,18.51447296142578,,,,
7133,7133,,18.51718521118164,,,
7133,7133,18.51718521118164,,,,
7134,7134,,18.503389358520508,,,
7134,7134,18.503389358520508,,,,
7135,7135,,18.504125595092773,,,
7135,7135,18.504125595092773,,,,
7136,7136,,18.497669219970703,,,
7136,7136,18.497669219970703,,,,
7137,7137,,18.489011764526367,,,
7137,7137,18.489011764526367,,,,
7138,7138,,18.48147964477539,,,
7138,7138,18.48147964477539,,,,
7139,7139,,18.475046157836914,,,
7139,7139,18.475046157836914,,,,
7140,7140,,18.470794677734375,,,
7140,7140,18.470794677734375,,,,
7141,7141,,18.461576461791992,,,
7141,7141,18.461576461791992,,,,
7142,7142,,18.455251693725586,,,
7142,7142,18.455251693725586,,,,
7143,7143,,18.451417922973633,,,
7143,7143,18.451417922973633,,,,
7144,7144,,18.437862396240234,,,
7144,7144,18.437862396240234,,,,
7145,7145,,18.42917251586914,,,
7145,7145,18.42917251586914,,,,
7146,7146,,18.430259704589844,,,
7146,7146,18.430259704589844,,,,
7147,7147,,18.423940658569336,,,
7147,7147,18.423940658569336,,,,
7148,7148,,18.41387939453125,,,
7148,7148,18.41387939453125,,,,
7149,7149,,18.402957916259766,,,
7149,7149,18.402957916259766,,,,
7150,7150,,18.39644432067871,,,
7150,7150,18.39644432067871,,,,
7151,7151,,18.387821197509766,,,
7151,7151,18.387821197509766,,,,
7152,7152,,18.378726959228516,,,
7152,7152,18.378726959228516,,,,
7153,7153,,18.375381469726562,,,
7153,7153,18.375381469726562,,,,
7154,7154,,18.371309280395508,,,
7154,7154,18.371309280395508,,,,
7155,7155,,18.368778228759766,,,
7155,7155,18.368778228759766,,,,
7156,7156,,18.361970901489258,,,
7156,7156,18.361970901489258,,,,
7157,7157,,18.347490310668945,,,
7157,7157,18.347490310668945,,,,
7158,7158,,18.339298248291016,,,
7158,7158,18.339298248291016,,,,
7159,7159,,18.342554092407227,,,
7159,7159,18.342554092407227,,,,
7160,7160,,18.327241897583008,,,
7160,7160,18.327241897583008,,,,
7161,7161,,18.324020385742188,,,
7161,7161,18.324020385742188,,,,
7162,7162,,18.313941955566406,,,
7162,7162,18.313941955566406,,,,
7163,7163,,18.304779052734375,,,
7163,7163,18.304779052734375,,,,
7164,7164,,18.298418045043945,,,
7164,7164,18.298418045043945,,,,
7165,7165,,18.294485092163086,,,
7165,7165,18.294485092163086,,,,
7166,7166,,18.28514862060547,,,
7166,7166,18.28514862060547,,,,
7167,7167,,18.279966354370117,,,
7167,7167,18.279966354370117,,,,
7168,7168,,18.271099090576172,,,
7168,7168,18.271099090576172,,,,
7169,7169,,18.260576248168945,,,
7169,7169,18.260576248168945,,,,
7170,7170,,18.254329681396484,,,
7170,7170,18.254329681396484,,,,
7171,7171,,18.250612258911133,,,
7171,7171,18.250612258911133,,,,
7172,7172,,18.240413665771484,,,
7172,7172,18.240413665771484,,,,
7173,7173,,18.235437393188477,,,
7173,7173,18.235437393188477,,,,
7174,7174,,18.235980987548828,,,
7174,7174,18.235980987548828,,,,
7175,7175,,18.22622299194336,,,
7175,7175,18.22622299194336,,,,
7176,7176,,18.2222900390625,,,
7176,7176,18.2222900390625,,,,
7177,7177,,18.21649932861328,,,
7177,7177,18.21649932861328,,,,
7178,7178,,18.207622528076172,,,
7178,7178,18.207622528076172,,,,
7179,7179,,18.1995792388916,,,
7179,7179,18.1995792388916,,,,
7180,7180,,18.190519332885742,,,
7180,7180,18.190519332885742,,,,
7181,7181,,18.187158584594727,,,
7181,7181,18.187158584594727,,,,
7182,7182,,18.181045532226562,,,
7182,7182,18.181045532226562,,,,
7183,7183,,18.178565979003906,,,
7183,7183,18.178565979003906,,,,
7184,7184,,18.172025680541992,,,
7184,7184,18.172025680541992,,,,
7185,7185,,18.167531967163086,,,
7185,7185,18.167531967163086,,,,
7186,7186,,18.162229537963867,,,
7186,7186,18.162229537963867,,,,
7187,7187,,18.15357208251953,,,
7187,7187,18.15357208251953,,,,
7188,7188,,18.146347045898438,,,
7188,7188,18.146347045898438,,,,
7189,7189,,18.13921356201172,,,
7189,7189,18.13921356201172,,,,
7190,7190,,18.135940551757812,,,
7190,7190,18.135940551757812,,,,
7191,7191,,18.127765655517578,,,
7191,7191,18.127765655517578,,,,
7192,7192,,18.119855880737305,,,
7192,7192,18.119855880737305,,,,
7193,7193,,18.109725952148438,,,
7193,7193,18.109725952148438,,,,
7194,7194,,18.101455688476562,,,
7194,7194,18.101455688476562,,,,
7195,7195,,18.091203689575195,,,
7195,7195,18.091203689575195,,,,
7196,7196,,18.090015411376953,,,
7196,7196,18.090015411376953,,,,
7197,7197,,18.084680557250977,,,
7197,7197,18.084680557250977,,,,
7198,7198,,18.08147430419922,,,
7198,7198,18.08147430419922,,,,
7199,7199,,18.067628860473633,,,
7199,7199,18.067628860473633,,,,
7200,7200,,18.05790138244629,,,
7200,7200,18.05790138244629,,,,
7201,7201,,18.051481246948242,,,
7201,7201,18.051481246948242,,,,
7202,7202,,18.0494441986084,,,
7202,7202,18.0494441986084,,,,
7203,7203,,18.037649154663086,,,
7203,7203,18.037649154663086,,,,
7204,7204,,18.034727096557617,,,
7204,7204,18.034727096557617,,,,
7205,7205,,18.030466079711914,,,
7205,7205,18.030466079711914,,,,
7206,7206,,18.015470504760742,,,
7206,7206,18.015470504760742,,,,
7207,7207,,18.016796112060547,,,
7207,7207,18.016796112060547,,,,
7208,7208,,18.008983612060547,,,
7208,7208,18.008983612060547,,,,
7209,7209,,18.003095626831055,,,
7209,7209,18.003095626831055,,,,
7210,7210,,17.99262046813965,,,
7210,7210,17.99262046813965,,,,
7211,7211,,17.988365173339844,,,
7211,7211,17.988365173339844,,,,
7212,7212,,17.983850479125977,,,
7212,7212,17.983850479125977,,,,
7213,7213,,17.97551918029785,,,
7213,7213,17.97551918029785,,,,
7214,7214,,17.973379135131836,,,
7214,7214,17.973379135131836,,,,
7215,7215,,17.96629524230957,,,
7215,7215,17.96629524230957,,,,
7216,7216,,17.953901290893555,,,
7216,7216,17.953901290893555,,,,
7217,7217,,17.950159072875977,,,
7217,7217,17.950159072875977,,,,
7218,7218,,17.944692611694336,,,
7218,7218,17.944692611694336,,,,
7219,7219,,17.935827255249023,,,
7219,7219,17.935827255249023,,,,
7220,7220,,17.9298095703125,,,
7220,7220,17.9298095703125,,,,
7221,7221,,17.923593521118164,,,
7221,7221,17.923593521118164,,,,
7222,7222,,17.915990829467773,,,
7222,7222,17.915990829467773,,,,
7223,7223,,17.900508880615234,,,
7223,7223,17.900508880615234,,,,
7224,7224,,17.89596176147461,,,
7224,7224,17.89596176147461,,,,
7225,7225,,17.892925262451172,,,
7225,7225,17.892925262451172,,,,
7226,7226,,17.89409065246582,,,
7226,7226,17.89409065246582,,,,
7227,7227,,17.886226654052734,,,
7227,7227,17.886226654052734,,,,
7228,7228,,17.881223678588867,,,
7228,7228,17.881223678588867,,,,
7229,7229,,17.876163482666016,,,
7229,7229,17.876163482666016,,,,
7230,7230,,17.862585067749023,,,
7230,7230,17.862585067749023,,,,
7231,7231,,17.858171463012695,,,
7231,7231,17.858171463012695,,,,
7232,7232,,17.849855422973633,,,
7232,7232,17.849855422973633,,,,
7233,7233,,17.84540367126465,,,
7233,7233,17.84540367126465,,,,
7234,7234,,17.84347152709961,,,
7234,7234,17.84347152709961,,,,
7235,7235,,17.8388729095459,,,
7235,7235,17.8388729095459,,,,
7236,7236,,17.825298309326172,,,
7236,7236,17.825298309326172,,,,
7237,7237,,17.815427780151367,,,
7237,7237,17.815427780151367,,,,
7238,7238,,17.807170867919922,,,
7238,7238,17.807170867919922,,,,
7239,7239,,17.801145553588867,,,
7239,7239,17.801145553588867,,,,
7240,7240,,17.7962646484375,,,
7240,7240,17.7962646484375,,,,
7241,7241,,17.78959846496582,,,
7241,7241,17.78959846496582,,,,
7242,7242,,17.780290603637695,,,
7242,7242,17.780290603637695,,,,
7243,7243,,17.771455764770508,,,
7243,7243,17.771455764770508,,,,
7244,7244,,17.76847267150879,,,
7244,7244,17.76847267150879,,,,
7245,7245,,17.759119033813477,,,
7245,7245,17.759119033813477,,,,
7246,7246,,17.75722885131836,,,
7246,7246,17.75722885131836,,,,
7247,7247,,17.741783142089844,,,
7247,7247,17.741783142089844,,,,
7248,7248,,17.73360252380371,,,
7248,7248,17.73360252380371,,,,
7249,7249,,17.734899520874023,,,
7249,7249,17.734899520874023,,,,
7250,7250,,17.733827590942383,,,
7250,7250,17.733827590942383,,,,
7251,7251,,17.723440170288086,,,
7251,7251,17.723440170288086,,,,
7252,7252,,17.716218948364258,,,
7252,7252,17.716218948364258,,,,
7253,7253,,17.70587730407715,,,
7253,7253,17.70587730407715,,,,
7254,7254,,17.70420265197754,,,
7254,7254,17.70420265197754,,,,
7255,7255,,17.695480346679688,,,
7255,7255,17.695480346679688,,,,
7256,7256,,17.689830780029297,,,
7256,7256,17.689830780029297,,,,
7257,7257,,17.67490577697754,,,
7257,7257,17.67490577697754,,,,
7258,7258,,17.67494010925293,,,
7258,7258,17.67494010925293,,,,
7259,7259,,17.665929794311523,,,
7259,7259,17.665929794311523,,,,
7260,7260,,17.663808822631836,,,
7260,7260,17.663808822631836,,,,
7261,7261,,17.65595817565918,,,
7261,7261,17.65595817565918,,,,
7262,7262,,17.65412139892578,,,
7262,7262,17.65412139892578,,,,
7263,7263,,17.642864227294922,,,
7263,7263,17.642864227294922,,,,
7264,7264,,17.635921478271484,,,
7264,7264,17.635921478271484,,,,
7265,7265,,17.631193161010742,,,
7265,7265,17.631193161010742,,,,
7266,7266,,17.621980667114258,,,
7266,7266,17.621980667114258,,,,
7267,7267,,17.62259292602539,,,
7267,7267,17.62259292602539,,,,
7268,7268,,17.613258361816406,,,
7268,7268,17.613258361816406,,,,
7269,7269,,17.605281829833984,,,
7269,7269,17.605281829833984,,,,
7270,7270,,17.603479385375977,,,
7270,7270,17.603479385375977,,,,
7271,7271,,17.597156524658203,,,
7271,7271,17.597156524658203,,,,
7272,7272,,17.58828353881836,,,
7272,7272,17.58828353881836,,,,
7273,7273,,17.583648681640625,,,
7273,7273,17.583648681640625,,,,
7274,7274,,17.572126388549805,,,
7274,7274,17.572126388549805,,,,
7275,7275,,17.5655460357666,,,
7275,7275,17.5655460357666,,,,
7276,7276,,17.56053924560547,,,
7276,7276,17.56053924560547,,,,
7277,7277,,17.551801681518555,,,
7277,7277,17.551801681518555,,,,
7278,7278,,17.550884246826172,,,
7278,7278,17.550884246826172,,,,
7279,7279,,17.538984298706055,,,
7279,7279,17.538984298706055,,,,
7280,7280,,17.540620803833008,,,
7280,7280,17.540620803833008,,,,
7281,7281,,17.535213470458984,,,
7281,7281,17.535213470458984,,,,
7282,7282,,17.522232055664062,,,
7282,7282,17.522232055664062,,,,
7283,7283,,17.512836456298828,,,
7283,7283,17.512836456298828,,,,
7284,7284,,17.510536193847656,,,
7284,7284,17.510536193847656,,,,
7285,7285,,17.50900650024414,,,
7285,7285,17.50900650024414,,,,
7286,7286,,17.504358291625977,,,
7286,7286,17.504358291625977,,,,
7287,7287,,17.500566482543945,,,
7287,7287,17.500566482543945,,,,
7288,7288,,17.488357543945312,,,
7288,7288,17.488357543945312,,,,
7289,7289,,17.485910415649414,,,
7289,7289,17.485910415649414,,,,
7290,7290,,17.472272872924805,,,
7290,7290,17.472272872924805,,,,
7291,7291,,17.469507217407227,,,
7291,7291,17.469507217407227,,,,
7292,7292,,17.460355758666992,,,
7292,7292,17.460355758666992,,,,
7293,7293,,17.456432342529297,,,
7293,7293,17.456432342529297,,,,
7294,7294,,17.444501876831055,,,
7294,7294,17.444501876831055,,,,
7295,7295,,17.436750411987305,,,
7295,7295,17.436750411987305,,,,
7296,7296,,17.44009780883789,,,
7296,7296,17.44009780883789,,,,
7297,7297,,17.434934616088867,,,
7297,7297,17.434934616088867,,,,
7298,7298,,17.42708396911621,,,
7298,7298,17.42708396911621,,,,
7299,7299,,17.419113159179688,,,
7299,7299,17.419113159179688,,,,
7300,7300,,17.412456512451172,,,
7300,7300,17.412456512451172,,,,
7301,7301,,17.412166595458984,,,
7301,7301,17.412166595458984,,,,
7302,7302,,17.40428352355957,,,
7302,7302,17.40428352355957,,,,
7303,7303,,17.399843215942383,,,
7303,7303,17.399843215942383,,,,
7304,7304,,17.392423629760742,,,
7304,7304,17.392423629760742,,,,
7305,7305,,17.387014389038086,,,
7305,7305,17.387014389038086,,,,
7306,7306,,17.38298225402832,,,
7306,7306,17.38298225402832,,,,
7307,7307,,17.377540588378906,,,
7307,7307,17.377540588378906,,,,
7308,7308,,17.368654251098633,,,
7308,7308,17.368654251098633,,,,
7309,7309,,17.360876083374023,,,
7309,7309,17.360876083374023,,,,
7310,7310,,17.360546112060547,,,
7310,7310,17.360546112060547,,,,
7311,7311,,17.350162506103516,,,
7311,7311,17.350162506103516,,,,
7312,7312,,17.337541580200195,,,
7312,7312,17.337541580200195,,,,
7313,7313,,17.33005714416504,,,
7313,7313,17.33005714416504,,,,
7314,7314,,17.32411766052246,,,
7314,7314,17.32411766052246,,,,
7315,7315,,17.32118034362793,,,
7315,7315,17.32118034362793,,,,
7316,7316,,17.309356689453125,,,
7316,7316,17.309356689453125,,,,
7317,7317,,17.300704956054688,,,
7317,7317,17.300704956054688,,,,
7318,7318,,17.295944213867188,,,
7318,7318,17.295944213867188,,,,
7319,7319,,17.287643432617188,,,
7319,7319,17.287643432617188,,,,
7320,7320,,17.2857666015625,,,
7320,7320,17.2857666015625,,,,
7321,7321,,17.28050994873047,,,
7321,7321,17.28050994873047,,,,
7322,7322,,17.274791717529297,,,
7322,7322,17.274791717529297,,,,
7323,7323,,17.26409149169922,,,
7323,7323,17.26409149169922,,,,
7324,7324,,17.26310157775879,,,
7324,7324,17.26310157775879,,,,
7325,7325,,17.266862869262695,,,
7325,7325,17.266862869262695,,,,
7326,7326,,17.25559425354004,,,
7326,7326,17.25559425354004,,,,
7327,7327,,17.24728012084961,,,
7327,7327,17.24728012084961,,,,
7328,7328,,17.244524002075195,,,
7328,7328,17.244524002075195,,,,
7329,7329,,17.23469352722168,,,
7329,7329,17.23469352722168,,,,
7330,7330,,17.232593536376953,,,
7330,7330,17.232593536376953,,,,
7331,7331,,17.221677780151367,,,
7331,7331,17.221677780151367,,,,
7332,7332,,17.217775344848633,,,
7332,7332,17.217775344848633,,,,
7333,7333,,17.210275650024414,,,
7333,7333,17.210275650024414,,,,
7334,7334,,17.204450607299805,,,
7334,7334,17.204450607299805,,,,
7335,7335,,17.192684173583984,,,
7335,7335,17.192684173583984,,,,
7336,7336,,17.185914993286133,,,
7336,7336,17.185914993286133,,,,
7337,7337,,17.179466247558594,,,
7337,7337,17.179466247558594,,,,
7338,7338,,17.184316635131836,,,
7338,7338,17.184316635131836,,,,
7339,7339,,17.175718307495117,,,
7339,7339,17.175718307495117,,,,
7340,7340,,17.17452049255371,,,
7340,7340,17.17452049255371,,,,
7341,7341,,17.168598175048828,,,
7341,7341,17.168598175048828,,,,
7342,7342,,17.164491653442383,,,
7342,7342,17.164491653442383,,,,
7343,7343,,17.15712547302246,,,
7343,7343,17.15712547302246,,,,
7344,7344,,17.14712142944336,,,
7344,7344,17.14712142944336,,,,
7345,7345,,17.144546508789062,,,
7345,7345,17.144546508789062,,,,
7346,7346,,17.1408634185791,,,
7346,7346,17.1408634185791,,,,
7347,7347,,17.132640838623047,,,
7347,7347,17.132640838623047,,,,
7348,7348,,17.131362915039062,,,
7348,7348,17.131362915039062,,,,
7349,7349,,17.121782302856445,,,
7349,7349,17.121782302856445,,,,
7350,7350,,17.117511749267578,,,
7350,7350,17.117511749267578,,,,
7351,7351,,17.113014221191406,,,
7351,7351,17.113014221191406,,,,
7352,7352,,17.107858657836914,,,
7352,7352,17.107858657836914,,,,
7353,7353,,17.105165481567383,,,
7353,7353,17.105165481567383,,,,
7354,7354,,17.098730087280273,,,
7354,7354,17.098730087280273,,,,
7355,7355,,17.089189529418945,,,
7355,7355,17.089189529418945,,,,
7356,7356,,17.08388328552246,,,
7356,7356,17.08388328552246,,,,
7357,7357,,17.0745792388916,,,
7357,7357,17.0745792388916,,,,
7358,7358,,17.076366424560547,,,
7358,7358,17.076366424560547,,,,
7359,7359,,17.06571388244629,,,
7359,7359,17.06571388244629,,,,
7360,7360,,17.05746841430664,,,
7360,7360,17.05746841430664,,,,
7361,7361,,17.053129196166992,,,
7361,7361,17.053129196166992,,,,
7362,7362,,17.043792724609375,,,
7362,7362,17.043792724609375,,,,
7363,7363,,17.03975486755371,,,
7363,7363,17.03975486755371,,,,
7364,7364,,17.039743423461914,,,
7364,7364,17.039743423461914,,,,
7365,7365,,17.03218650817871,,,
7365,7365,17.03218650817871,,,,
7366,7366,,17.020862579345703,,,
7366,7366,17.020862579345703,,,,
7367,7367,,17.03186798095703,,,
7367,7367,17.03186798095703,,,,
7368,7368,,17.028118133544922,,,
7368,7368,17.028118133544922,,,,
7369,7369,,17.038631439208984,,,
7369,7369,17.038631439208984,,,,
7370,7370,,17.036130905151367,,,
7370,7370,17.036130905151367,,,,
7371,7371,,17.046823501586914,,,
7371,7371,17.046823501586914,,,,
7372,7372,,17.052337646484375,,,
7372,7372,17.052337646484375,,,,
7373,7373,,17.08307647705078,,,
7373,7373,17.08307647705078,,,,
7374,7374,,17.105087280273438,,,
7374,7374,17.105087280273438,,,,
7375,7375,,17.169435501098633,,,
7375,7375,17.169435501098633,,,,
7376,7376,,17.22286605834961,,,
7376,7376,17.22286605834961,,,,
7377,7377,,17.34859848022461,,,
7377,7377,17.34859848022461,,,,
7378,7378,,17.429676055908203,,,
7378,7378,17.429676055908203,,,,
7379,7379,,17.592403411865234,,,
7379,7379,17.592403411865234,,,,
7380,7380,,17.639636993408203,,,
7380,7380,17.639636993408203,,,,
7381,7381,,17.747556686401367,,,
7381,7381,17.747556686401367,,,,
7382,7382,,17.6469783782959,,,
7382,7382,17.6469783782959,,,,
