epoch,step,train/loss_epoch,train/loss_step,val/error_T,val/loss,val/loss_best
3697,3697,,3421.47705078125,,,
3697,3697,3421.47705078125,,,,
3698,3698,,3421.289794921875,,,
3698,3698,3421.289794921875,,,,
3699,3699,,3421.103271484375,,,
3699,3699,3421.103271484375,,,,
3700,3700,,3420.916748046875,,,
3700,3700,3420.916748046875,,,,
3701,3701,,3420.73046875,,,
3701,3701,3420.73046875,,,,
3702,3702,,3420.544189453125,,,
3702,3702,3420.544189453125,,,,
3703,3703,,3420.358642578125,,,
3703,3703,3420.358642578125,,,,
3704,3704,,3420.173095703125,,,
3704,3704,3420.173095703125,,,,
3705,3705,,3419.987548828125,,,
3705,3705,3419.987548828125,,,,
3706,3706,,3419.80224609375,,,
3706,3706,3419.80224609375,,,,
3707,3707,,3419.617431640625,,,
3707,3707,3419.617431640625,,,,
3708,3708,,3419.432861328125,,,
3708,3708,3419.432861328125,,,,
3709,3709,,3419.248291015625,,,
3709,3709,3419.248291015625,,,,
3710,3710,,3419.06396484375,,,
3710,3710,3419.06396484375,,,,
3711,3711,,3418.8798828125,,,
3711,3711,3418.8798828125,,,,
3712,3712,,3418.6962890625,,,
3712,3712,3418.6962890625,,,,
3713,3713,,3418.5126953125,,,
3713,3713,3418.5126953125,,,,
3714,3714,,3418.3291015625,,,
3714,3714,3418.3291015625,,,,
3715,3715,,3418.14599609375,,,
3715,3715,3418.14599609375,,,,
3716,3716,,3417.962890625,,,
3716,3716,3417.962890625,,,,
3717,3717,,3417.7802734375,,,
3717,3717,3417.7802734375,,,,
3718,3718,,3417.59765625,,,
3718,3718,3417.59765625,,,,
3719,3719,,3417.4150390625,,,
3719,3719,3417.4150390625,,,,
3720,3720,,3417.2333984375,,,
3720,3720,3417.2333984375,,,,
3721,3721,,3417.05126953125,,,
3721,3721,3417.05126953125,,,,
3722,3722,,3416.869873046875,,,
3722,3722,3416.869873046875,,,,
3723,3723,,3416.68798828125,,,
3723,3723,3416.68798828125,,,,
3724,3724,,3416.5068359375,,,
3724,3724,3416.5068359375,,,,
3725,3725,,3416.32568359375,,,
3725,3725,3416.32568359375,,,,
3726,3726,,3416.14501953125,,,
3726,3726,3416.14501953125,,,,
3727,3727,,3415.96435546875,,,
3727,3727,3415.96435546875,,,,
3728,3728,,3415.783935546875,,,
3728,3728,3415.783935546875,,,,
3729,3729,,3415.603759765625,,,
3729,3729,3415.603759765625,,,,
3730,3730,,3415.424072265625,,,
3730,3730,3415.424072265625,,,,
3731,3731,,3415.244384765625,,,
3731,3731,3415.244384765625,,,,
3732,3732,,3415.064697265625,,,
3732,3732,3415.064697265625,,,,
3733,3733,,3414.885498046875,,,
3733,3733,3414.885498046875,,,,
3734,3734,,3414.706298828125,,,
3734,3734,3414.706298828125,,,,
3735,3735,,3414.527587890625,,,
3735,3735,3414.527587890625,,,,
3736,3736,,3414.348876953125,,,
3736,3736,3414.348876953125,,,,
3737,3737,,3414.170166015625,,,
3737,3737,3414.170166015625,,,,
3738,3738,,3413.991943359375,,,
3738,3738,3413.991943359375,,,,
3739,3739,,3413.814208984375,,,
3739,3739,3413.814208984375,,,,
3740,3740,,3413.635986328125,,,
3740,3740,3413.635986328125,,,,
3741,3741,,3413.458251953125,,,
3741,3741,3413.458251953125,,,,
3742,3742,,3413.28125,,,
3742,3742,3413.28125,,,,
3743,3743,,3413.103759765625,,,
3743,3743,3413.103759765625,,,,
3744,3744,,3412.927001953125,,,
3744,3744,3412.927001953125,,,,
3745,3745,,3412.75,,,
3745,3745,3412.75,,,,
3746,3746,,3412.573486328125,,,
3746,3746,3412.573486328125,,,,
3747,3747,,3412.396728515625,,,
3747,3747,3412.396728515625,,,,
3748,3748,,3412.220947265625,,,
3748,3748,3412.220947265625,,,,
3749,3749,,3412.04541015625,,,
3749,3749,3412.04541015625,,,,
3750,3750,,3411.869873046875,,,
3750,3750,3411.869873046875,,,,
3751,3751,,3411.69384765625,,,
3751,3751,3411.69384765625,,,,
3752,3752,,3411.518798828125,,,
3752,3752,3411.518798828125,,,,
3753,3753,,3411.34375,,,
3753,3753,3411.34375,,,,
3754,3754,,3411.168701171875,,,
3754,3754,3411.168701171875,,,,
3755,3755,,3410.994140625,,,
3755,3755,3410.994140625,,,,
3756,3756,,3410.81982421875,,,
3756,3756,3410.81982421875,,,,
3757,3757,,3410.6455078125,,,
3757,3757,3410.6455078125,,,,
3758,3758,,3410.4716796875,,,
3758,3758,3410.4716796875,,,,
3759,3759,,3410.29736328125,,,
3759,3759,3410.29736328125,,,,
3760,3760,,3410.1240234375,,,
3760,3760,3410.1240234375,,,,
3761,3761,,3409.95068359375,,,
3761,3761,3409.95068359375,,,,
3762,3762,,3409.77734375,,,
3762,3762,3409.77734375,,,,
3763,3763,,3409.604736328125,,,
3763,3763,3409.604736328125,,,,
3764,3764,,3409.431640625,,,
3764,3764,3409.431640625,,,,
3765,3765,,3409.259033203125,,,
3765,3765,3409.259033203125,,,,
3766,3766,,3409.087158203125,,,
3766,3766,3409.087158203125,,,,
3767,3767,,3408.914794921875,,,
3767,3767,3408.914794921875,,,,
3768,3768,,3408.742919921875,,,
3768,3768,3408.742919921875,,,,
3769,3769,,3408.571533203125,,,
3769,3769,3408.571533203125,,,,
3770,3770,,3408.399658203125,,,
3770,3770,3408.399658203125,,,,
3771,3771,,3408.228271484375,,,
3771,3771,3408.228271484375,,,,
3772,3772,,3408.057373046875,,,
3772,3772,3408.057373046875,,,,
3773,3773,,3407.886474609375,,,
3773,3773,3407.886474609375,,,,
3774,3774,,3407.715576171875,,,
3774,3774,3407.715576171875,,,,
3775,3775,,3407.544921875,,,
3775,3775,3407.544921875,,,,
3776,3776,,3407.374755859375,,,
3776,3776,3407.374755859375,,,,
3777,3777,,3407.20458984375,,,
3777,3777,3407.20458984375,,,,
3778,3778,,3407.03515625,,,
3778,3778,3407.03515625,,,,
3779,3779,,3406.865478515625,,,
3779,3779,3406.865478515625,,,,
3780,3780,,3406.696044921875,,,
3780,3780,3406.696044921875,,,,
3781,3781,,3406.526611328125,,,
3781,3781,3406.526611328125,,,,
3782,3782,,3406.35791015625,,,
3782,3782,3406.35791015625,,,,
3783,3783,,3406.18896484375,,,
3783,3783,3406.18896484375,,,,
3784,3784,,3406.020751953125,,,
3784,3784,3406.020751953125,,,,
3785,3785,,3405.85205078125,,,
3785,3785,3405.85205078125,,,,
3786,3786,,3405.683837890625,,,
3786,3786,3405.683837890625,,,,
3787,3787,,3405.515625,,,
3787,3787,3405.515625,,,,
3788,3788,,3405.347900390625,,,
3788,3788,3405.347900390625,,,,
3789,3789,,3405.18017578125,,,
3789,3789,3405.18017578125,,,,
3790,3790,,3405.01318359375,,,
3790,3790,3405.01318359375,,,,
3791,3791,,3404.845703125,,,
3791,3791,3404.845703125,,,,
3792,3792,,3404.6787109375,,,
3792,3792,3404.6787109375,,,,
3793,3793,,3404.51220703125,,,
3793,3793,3404.51220703125,,,,
3794,3794,,3404.345458984375,,,
3794,3794,3404.345458984375,,,,
3795,3795,,3404.178955078125,,,
3795,3795,3404.178955078125,,,,
3796,3796,,3404.013427734375,,,
3796,3796,3404.013427734375,,,,
3797,3797,,3403.846923828125,,,
3797,3797,3403.846923828125,,,,
3798,3798,,3403.681396484375,,,
3798,3798,3403.681396484375,,,,
3799,3799,,3403.51611328125,,,
3799,3799,3403.51611328125,,,,
3800,3800,,3403.350341796875,,,
3800,3800,3403.350341796875,,,,
3801,3801,,3403.185302734375,,,
3801,3801,3403.185302734375,,,,
3802,3802,,3403.020751953125,,,
3802,3802,3403.020751953125,,,,
3803,3803,,3402.855712890625,,,
3803,3803,3402.855712890625,,,,
3804,3804,,3402.691162109375,,,
3804,3804,3402.691162109375,,,,
3805,3805,,3402.52685546875,,,
3805,3805,3402.52685546875,,,,
3806,3806,,3402.362548828125,,,
3806,3806,3402.362548828125,,,,
3807,3807,,3402.198974609375,,,
3807,3807,3402.198974609375,,,,
3808,3808,,3402.03515625,,,
3808,3808,3402.03515625,,,,
3809,3809,,3401.871337890625,,,
3809,3809,3401.871337890625,,,,
3810,3810,,3401.70849609375,,,
3810,3810,3401.70849609375,,,,
3811,3811,,3401.54541015625,,,
3811,3811,3401.54541015625,,,,
3812,3812,,3401.38232421875,,,
3812,3812,3401.38232421875,,,,
3813,3813,,3401.2197265625,,,
3813,3813,3401.2197265625,,,,
3814,3814,,3401.05712890625,,,
3814,3814,3401.05712890625,,,,
3815,3815,,3400.894775390625,,,
3815,3815,3400.894775390625,,,,
3816,3816,,3400.732666015625,,,
3816,3816,3400.732666015625,,,,
3817,3817,,3400.57080078125,,,
3817,3817,3400.57080078125,,,,
3818,3818,,3400.40869140625,,,
3818,3818,3400.40869140625,,,,
3819,3819,,3400.24755859375,,,
3819,3819,3400.24755859375,,,,
3820,3820,,3400.0859375,,,
3820,3820,3400.0859375,,,,
3821,3821,,3399.92529296875,,,
3821,3821,3399.92529296875,,,,
3822,3822,,3399.76416015625,,,
3822,3822,3399.76416015625,,,,
3823,3823,,3399.603759765625,,,
3823,3823,3399.603759765625,,,,
3824,3824,,3399.443115234375,,,
3824,3824,3399.443115234375,,,,
3825,3825,,3399.282470703125,,,
3825,3825,3399.282470703125,,,,
3826,3826,,3399.122314453125,,,
3826,3826,3399.122314453125,,,,
3827,3827,,3398.962646484375,,,
3827,3827,3398.962646484375,,,,
3828,3828,,3398.802978515625,,,
3828,3828,3398.802978515625,,,,
3829,3829,,3398.643798828125,,,
3829,3829,3398.643798828125,,,,
3830,3830,,3398.484375,,,
3830,3830,3398.484375,,,,
3831,3831,,3398.324951171875,,,
3831,3831,3398.324951171875,,,,
3832,3832,,3398.166259765625,,,
3832,3832,3398.166259765625,,,,
3833,3833,,3398.007080078125,,,
3833,3833,3398.007080078125,,,,
3834,3834,,3397.84912109375,,,
3834,3834,3397.84912109375,,,,
3835,3835,,3397.6904296875,,,
3835,3835,3397.6904296875,,,,
3836,3836,,3397.5322265625,,,
3836,3836,3397.5322265625,,,,
3837,3837,,3397.37451171875,,,
3837,3837,3397.37451171875,,,,
3838,3838,,3397.216796875,,,
3838,3838,3397.216796875,,,,
3839,3839,,3397.0595703125,,,
3839,3839,3397.0595703125,,,,
3840,3840,,3396.90185546875,,,
3840,3840,3396.90185546875,,,,
3841,3841,,3396.7451171875,,,
3841,3841,3396.7451171875,,,,
3842,3842,,3396.587646484375,,,
3842,3842,3396.587646484375,,,,
3843,3843,,3396.43115234375,,,
3843,3843,3396.43115234375,,,,
3844,3844,,3396.2744140625,,,
3844,3844,3396.2744140625,,,,
3845,3845,,3396.1181640625,,,
3845,3845,3396.1181640625,,,,
3846,3846,,3395.962158203125,,,
3846,3846,3395.962158203125,,,,
3847,3847,,3395.805908203125,,,
3847,3847,3395.805908203125,,,,
3848,3848,,3395.64990234375,,,
3848,3848,3395.64990234375,,,,
3849,3849,,3395.494873046875,,,
3849,3849,3395.494873046875,,,,
3850,3850,,3395.33935546875,,,
3850,3850,3395.33935546875,,,,
3851,3851,,3395.184326171875,,,
3851,3851,3395.184326171875,,,,
3852,3852,,3395.029052734375,,,
3852,3852,3395.029052734375,,,,
3853,3853,,3394.874267578125,,,
3853,3853,3394.874267578125,,,,
3854,3854,,3394.7197265625,,,
3854,3854,3394.7197265625,,,,
3855,3855,,3394.56591796875,,,
3855,3855,3394.56591796875,,,,
3856,3856,,3394.4111328125,,,
3856,3856,3394.4111328125,,,,
3857,3857,,3394.257080078125,,,
3857,3857,3394.257080078125,,,,
3858,3858,,3394.103515625,,,
3858,3858,3394.103515625,,,,
3859,3859,,3393.94970703125,,,
3859,3859,3393.94970703125,,,,
3860,3860,,3393.79638671875,,,
3860,3860,3393.79638671875,,,,
3861,3861,,3393.64306640625,,,
3861,3861,3393.64306640625,,,,
3862,3862,,3393.489990234375,,,
3862,3862,3393.489990234375,,,,
3863,3863,,3393.3369140625,,,
3863,3863,3393.3369140625,,,,
3864,3864,,3393.184326171875,,,
3864,3864,3393.184326171875,,,,
3865,3865,,3393.031982421875,,,
3865,3865,3393.031982421875,,,,
3866,3866,,3392.879638671875,,,
3866,3866,3392.879638671875,,,,
3867,3867,,3392.727294921875,,,
3867,3867,3392.727294921875,,,,
3868,3868,,3392.57568359375,,,
3868,3868,3392.57568359375,,,,
3869,3869,,3392.424072265625,,,
3869,3869,3392.424072265625,,,,
3870,3870,,3392.272216796875,,,
3870,3870,3392.272216796875,,,,
3871,3871,,3392.120849609375,,,
3871,3871,3392.120849609375,,,,
3872,3872,,3391.969970703125,,,
3872,3872,3391.969970703125,,,,
3873,3873,,3391.819091796875,,,
3873,3873,3391.819091796875,,,,
3874,3874,,3391.66845703125,,,
3874,3874,3391.66845703125,,,,
3875,3875,,3391.517578125,,,
3875,3875,3391.517578125,,,,
3876,3876,,3391.3671875,,,
3876,3876,3391.3671875,,,,
3877,3877,,3391.21728515625,,,
3877,3877,3391.21728515625,,,,
3878,3878,,3391.067138671875,,,
3878,3878,3391.067138671875,,,,
3879,3879,,3390.9169921875,,,
3879,3879,3390.9169921875,,,,
3880,3880,,3390.767822265625,,,
3880,3880,3390.767822265625,,,,
3881,3881,,3390.61865234375,,,
3881,3881,3390.61865234375,,,,
3882,3882,,3390.468994140625,,,
3882,3882,3390.468994140625,,,,
3883,3883,,3390.320068359375,,,
3883,3883,3390.320068359375,,,,
3884,3884,,3390.171142578125,,,
3884,3884,3390.171142578125,,,,
3885,3885,,3390.022705078125,,,
3885,3885,3390.022705078125,,,,
3886,3886,,3389.874267578125,,,
3886,3886,3389.874267578125,,,,
3887,3887,,3389.726318359375,,,
3887,3887,3389.726318359375,,,,
3888,3888,,3389.577880859375,,,
3888,3888,3389.577880859375,,,,
3889,3889,,3389.43017578125,,,
3889,3889,3389.43017578125,,,,
3890,3890,,3389.282470703125,,,
3890,3890,3389.282470703125,,,,
3891,3891,,3389.134765625,,,
3891,3891,3389.134765625,,,,
3892,3892,,3388.9873046875,,,
3892,3892,3388.9873046875,,,,
3893,3893,,3388.84033203125,,,
3893,3893,3388.84033203125,,,,
3894,3894,,3388.693115234375,,,
3894,3894,3388.693115234375,,,,
3895,3895,,3388.54638671875,,,
3895,3895,3388.54638671875,,,,
3896,3896,,3388.399658203125,,,
3896,3896,3388.399658203125,,,,
3897,3897,,3388.253173828125,,,
3897,3897,3388.253173828125,,,,
3898,3898,,3388.107177734375,,,
3898,3898,3388.107177734375,,,,
3899,3899,,3387.961181640625,,,
3899,3899,3387.961181640625,,,,
3900,3900,,3387.8154296875,,,
3900,3900,3387.8154296875,,,,
3901,3901,,3387.669677734375,,,
3901,3901,3387.669677734375,,,,
3902,3902,,3387.52392578125,,,
3902,3902,3387.52392578125,,,,
3903,3903,,3387.379150390625,,,
3903,3903,3387.379150390625,,,,
3904,3904,,3387.23388671875,,,
3904,3904,3387.23388671875,,,,
3905,3905,,3387.0888671875,,,
3905,3905,3387.0888671875,,,,
3906,3906,,3386.9443359375,,,
3906,3906,3386.9443359375,,,,
3907,3907,,3386.7998046875,,,
3907,3907,3386.7998046875,,,,
3908,3908,,3386.655029296875,,,
3908,3908,3386.655029296875,,,,
3909,3909,,3386.5107421875,,,
3909,3909,3386.5107421875,,,,
3910,3910,,3386.3671875,,,
3910,3910,3386.3671875,,,,
3911,3911,,3386.2236328125,,,
3911,3911,3386.2236328125,,,,
3912,3912,,3386.079833984375,,,
3912,3912,3386.079833984375,,,,
3913,3913,,3385.9365234375,,,
3913,3913,3385.9365234375,,,,
3914,3914,,3385.793212890625,,,
3914,3914,3385.793212890625,,,,
3915,3915,,3385.650146484375,,,
3915,3915,3385.650146484375,,,,
3916,3916,,3385.507080078125,,,
3916,3916,3385.507080078125,,,,
3917,3917,,3385.364501953125,,,
3917,3917,3385.364501953125,,,,
3918,3918,,3385.22216796875,,,
3918,3918,3385.22216796875,,,,
3919,3919,,3385.079345703125,,,
3919,3919,3385.079345703125,,,,
3920,3920,,3384.9375,,,
3920,3920,3384.9375,,,,
3921,3921,,3384.79541015625,,,
3921,3921,3384.79541015625,,,,
3922,3922,,3384.65380859375,,,
3922,3922,3384.65380859375,,,,
3923,3923,,3384.512451171875,,,
3923,3923,3384.512451171875,,,,
3924,3924,,3384.370849609375,,,
3924,3924,3384.370849609375,,,,
3925,3925,,3384.229736328125,,,
3925,3925,3384.229736328125,,,,
3926,3926,,3384.088623046875,,,
3926,3926,3384.088623046875,,,,
3927,3927,,3383.947509765625,,,
3927,3927,3383.947509765625,,,,
3928,3928,,3383.806640625,,,
3928,3928,3383.806640625,,,,
3929,3929,,3383.66650390625,,,
3929,3929,3383.66650390625,,,,
3930,3930,,3383.5263671875,,,
3930,3930,3383.5263671875,,,,
3931,3931,,3383.3857421875,,,
3931,3931,3383.3857421875,,,,
3932,3932,,3383.245849609375,,,
3932,3932,3383.245849609375,,,,
3933,3933,,3383.106201171875,,,
3933,3933,3383.106201171875,,,,
3934,3934,,3382.96630859375,,,
3934,3934,3382.96630859375,,,,
3935,3935,,3382.8271484375,,,
3935,3935,3382.8271484375,,,,
3936,3936,,3382.687744140625,,,
3936,3936,3382.687744140625,,,,
3937,3937,,3382.549072265625,,,
3937,3937,3382.549072265625,,,,
3938,3938,,3382.409912109375,,,
3938,3938,3382.409912109375,,,,
3939,3939,,3382.271240234375,,,
3939,3939,3382.271240234375,,,,
3940,3940,,3382.1328125,,,
3940,3940,3382.1328125,,,,
3941,3941,,3381.99462890625,,,
3941,3941,3381.99462890625,,,,
3942,3942,,3381.85595703125,,,
3942,3942,3381.85595703125,,,,
3943,3943,,3381.71826171875,,,
3943,3943,3381.71826171875,,,,
3944,3944,,3381.5810546875,,,
3944,3944,3381.5810546875,,,,
3945,3945,,3381.442626953125,,,
3945,3945,3381.442626953125,,,,
3946,3946,,3381.305419921875,,,
3946,3946,3381.305419921875,,,,
3947,3947,,3381.167724609375,,,
3947,3947,3381.167724609375,,,,
3948,3948,,3381.031005859375,,,
3948,3948,3381.031005859375,,,,
3949,3949,,3380.894287109375,,,
3949,3949,3380.894287109375,,,,
3950,3950,,3380.757568359375,,,
3950,3950,3380.757568359375,,,,
3951,3951,,3380.62109375,,,
3951,3951,3380.62109375,,,,
3952,3952,,3380.48486328125,,,
3952,3952,3380.48486328125,,,,
3953,3953,,3380.34814453125,,,
3953,3953,3380.34814453125,,,,
3954,3954,,3380.21240234375,,,
3954,3954,3380.21240234375,,,,
3955,3955,,3380.076416015625,,,
3955,3955,3380.076416015625,,,,
3956,3956,,3379.94091796875,,,
3956,3956,3379.94091796875,,,,
3957,3957,,3379.805419921875,,,
3957,3957,3379.805419921875,,,,
3958,3958,,3379.669921875,,,
3958,3958,3379.669921875,,,,
3959,3959,,3379.53466796875,,,
3959,3959,3379.53466796875,,,,
3960,3960,,3379.39990234375,,,
3960,3960,3379.39990234375,,,,
3961,3961,,3379.265380859375,,,
3961,3961,3379.265380859375,,,,
3962,3962,,3379.13037109375,,,
3962,3962,3379.13037109375,,,,
3963,3963,,3378.99609375,,,
3963,3963,3378.99609375,,,,
3964,3964,,3378.862060546875,,,
3964,3964,3378.862060546875,,,,
3965,3965,,3378.727783203125,,,
3965,3965,3378.727783203125,,,,
3966,3966,,3378.593994140625,,,
3966,3966,3378.593994140625,,,,
3967,3967,,3378.460205078125,,,
3967,3967,3378.460205078125,,,,
3968,3968,,3378.326171875,,,
3968,3968,3378.326171875,,,,
3969,3969,,3378.193359375,,,
3969,3969,3378.193359375,,,,
3970,3970,,3378.0595703125,,,
3970,3970,3378.0595703125,,,,
3971,3971,,3377.9267578125,,,
3971,3971,3377.9267578125,,,,
3972,3972,,3377.7939453125,,,
3972,3972,3377.7939453125,,,,
3973,3973,,3377.661376953125,,,
3973,3973,3377.661376953125,,,,
3974,3974,,3377.529052734375,,,
3974,3974,3377.529052734375,,,,
3975,3975,,3377.396484375,,,
3975,3975,3377.396484375,,,,
3976,3976,,3377.26416015625,,,
3976,3976,3377.26416015625,,,,
3977,3977,,3377.13232421875,,,
3977,3977,3377.13232421875,,,,
3978,3978,,3377.00048828125,,,
3978,3978,3377.00048828125,,,,
3979,3979,,3376.86865234375,,,
3979,3979,3376.86865234375,,,,
3980,3980,,3376.7373046875,,,
3980,3980,3376.7373046875,,,,
3981,3981,,3376.606201171875,,,
3981,3981,3376.606201171875,,,,
3982,3982,,3376.474853515625,,,
3982,3982,3376.474853515625,,,,
3983,3983,,3376.343994140625,,,
3983,3983,3376.343994140625,,,,
3984,3984,,3376.21337890625,,,
3984,3984,3376.21337890625,,,,
3985,3985,,3376.0830078125,,,
3985,3985,3376.0830078125,,,,
3986,3986,,3375.9521484375,,,
3986,3986,3375.9521484375,,,,
3987,3987,,3375.82177734375,,,
3987,3987,3375.82177734375,,,,
3988,3988,,3375.692138671875,,,
3988,3988,3375.692138671875,,,,
3989,3989,,3375.561767578125,,,
3989,3989,3375.561767578125,,,,
3990,3990,,3375.431884765625,,,
3990,3990,3375.431884765625,,,,
3991,3991,,3375.302490234375,,,
3991,3991,3375.302490234375,,,,
3992,3992,,3375.1728515625,,,
3992,3992,3375.1728515625,,,,
3993,3993,,3375.0439453125,,,
3993,3993,3375.0439453125,,,,
3994,3994,,3374.91455078125,,,
3994,3994,3374.91455078125,,,,
3995,3995,,3374.785888671875,,,
3995,3995,3374.785888671875,,,,
3996,3996,,3374.656982421875,,,
3996,3996,3374.656982421875,,,,
3997,3997,,3374.528564453125,,,
3997,3997,3374.528564453125,,,,
3998,3998,,3374.400146484375,,,
3998,3998,3374.400146484375,,,,
3999,3999,,3374.271728515625,,,
3999,3999,,,0.39426034688949585,950.7307739257812,950.7307739257812
3999,3999,3374.271728515625,,,,
4000,4000,,3374.14404296875,,,
4000,4000,3374.14404296875,,,,
4001,4001,,3374.015869140625,,,
4001,4001,3374.015869140625,,,,
4002,4002,,3373.888427734375,,,
4002,4002,3373.888427734375,,,,
4003,4003,,3373.760498046875,,,
4003,4003,3373.760498046875,,,,
4004,4004,,3373.633544921875,,,
4004,4004,3373.633544921875,,,,
4005,4005,,3373.506103515625,,,
4005,4005,3373.506103515625,,,,
4006,4006,,3373.37939453125,,,
4006,4006,3373.37939453125,,,,
4007,4007,,3373.252197265625,,,
4007,4007,3373.252197265625,,,,
4008,4008,,3373.12548828125,,,
4008,4008,3373.12548828125,,,,
4009,4009,,3372.9990234375,,,
4009,4009,3372.9990234375,,,,
4010,4010,,3372.872314453125,,,
4010,4010,3372.872314453125,,,,
4011,4011,,3372.74609375,,,
4011,4011,3372.74609375,,,,
4012,4012,,3372.6201171875,,,
4012,4012,3372.6201171875,,,,
4013,4013,,3372.494140625,,,
4013,4013,3372.494140625,,,,
4014,4014,,3372.368408203125,,,
4014,4014,3372.368408203125,,,,
4015,4015,,3372.242919921875,,,
4015,4015,3372.242919921875,,,,
4016,4016,,3372.11767578125,,,
4016,4016,3372.11767578125,,,,
4017,4017,,3371.99267578125,,,
4017,4017,3371.99267578125,,,,
4018,4018,,3371.866943359375,,,
4018,4018,3371.866943359375,,,,
4019,4019,,3371.741943359375,,,
4019,4019,3371.741943359375,,,,
4020,4020,,3371.617431640625,,,
4020,4020,3371.617431640625,,,,
4021,4021,,3371.49267578125,,,
4021,4021,3371.49267578125,,,,
4022,4022,,3371.368408203125,,,
4022,4022,3371.368408203125,,,,
4023,4023,,3371.244384765625,,,
4023,4023,3371.244384765625,,,,
4024,4024,,3371.120361328125,,,
4024,4024,3371.120361328125,,,,
4025,4025,,3370.99609375,,,
4025,4025,3370.99609375,,,,
4026,4026,,3370.87255859375,,,
4026,4026,3370.87255859375,,,,
4027,4027,,3370.7490234375,,,
4027,4027,3370.7490234375,,,,
4028,4028,,3370.625732421875,,,
4028,4028,3370.625732421875,,,,
4029,4029,,3370.502197265625,,,
4029,4029,3370.502197265625,,,,
4030,4030,,3370.379150390625,,,
4030,4030,3370.379150390625,,,,
4031,4031,,3370.25634765625,,,
4031,4031,3370.25634765625,,,,
4032,4032,,3370.13330078125,,,
4032,4032,3370.13330078125,,,,
4033,4033,,3370.010986328125,,,
4033,4033,3370.010986328125,,,,
4034,4034,,3369.888671875,,,
4034,4034,3369.888671875,,,,
4035,4035,,3369.76611328125,,,
4035,4035,3369.76611328125,,,,
4036,4036,,3369.6435546875,,,
4036,4036,3369.6435546875,,,,
4037,4037,,3369.522216796875,,,
4037,4037,3369.522216796875,,,,
4038,4038,,3369.400146484375,,,
4038,4038,3369.400146484375,,,,
4039,4039,,3369.2783203125,,,
4039,4039,3369.2783203125,,,,
4040,4040,,3369.1572265625,,,
4040,4040,3369.1572265625,,,,
4041,4041,,3369.035888671875,,,
4041,4041,3369.035888671875,,,,
4042,4042,,3368.914306640625,,,
4042,4042,3368.914306640625,,,,
4043,4043,,3368.79345703125,,,
4043,4043,3368.79345703125,,,,
4044,4044,,3368.672607421875,,,
4044,4044,3368.672607421875,,,,
4045,4045,,3368.552001953125,,,
4045,4045,3368.552001953125,,,,
4046,4046,,3368.431396484375,,,
4046,4046,3368.431396484375,,,,
4047,4047,,3368.31103515625,,,
4047,4047,3368.31103515625,,,,
4048,4048,,3368.19091796875,,,
4048,4048,3368.19091796875,,,,
4049,4049,,3368.07080078125,,,
4049,4049,3368.07080078125,,,,
4050,4050,,3367.950927734375,,,
4050,4050,3367.950927734375,,,,
4051,4051,,3367.8310546875,,,
4051,4051,3367.8310546875,,,,
4052,4052,,3367.71142578125,,,
4052,4052,3367.71142578125,,,,
4053,4053,,3367.59228515625,,,
4053,4053,3367.59228515625,,,,
4054,4054,,3367.47265625,,,
4054,4054,3367.47265625,,,,
4055,4055,,3367.353759765625,,,
4055,4055,3367.353759765625,,,,
4056,4056,,3367.235107421875,,,
4056,4056,3367.235107421875,,,,
4057,4057,,3367.115966796875,,,
4057,4057,3367.115966796875,,,,
4058,4058,,3366.99755859375,,,
4058,4058,3366.99755859375,,,,
4059,4059,,3366.878662109375,,,
4059,4059,3366.878662109375,,,,
4060,4060,,3366.760498046875,,,
4060,4060,3366.760498046875,,,,
4061,4061,,3366.64208984375,,,
4061,4061,3366.64208984375,,,,
4062,4062,,3366.5244140625,,,
4062,4062,3366.5244140625,,,,
4063,4063,,3366.406494140625,,,
4063,4063,3366.406494140625,,,,
4064,4064,,3366.2890625,,,
4064,4064,3366.2890625,,,,
4065,4065,,3366.17138671875,,,
4065,4065,3366.17138671875,,,,
4066,4066,,3366.053466796875,,,
4066,4066,3366.053466796875,,,,
4067,4067,,3365.9365234375,,,
4067,4067,3365.9365234375,,,,
4068,4068,,3365.819091796875,,,
4068,4068,3365.819091796875,,,,
4069,4069,,3365.702392578125,,,
4069,4069,3365.702392578125,,,,
4070,4070,,3365.58544921875,,,
4070,4070,3365.58544921875,,,,
4071,4071,,3365.468994140625,,,
4071,4071,3365.468994140625,,,,
4072,4072,,3365.3525390625,,,
4072,4072,3365.3525390625,,,,
4073,4073,,3365.236083984375,,,
4073,4073,3365.236083984375,,,,
4074,4074,,3365.1201171875,,,
4074,4074,3365.1201171875,,,,
4075,4075,,3365.004150390625,,,
4075,4075,3365.004150390625,,,,
4076,4076,,3364.88818359375,,,
4076,4076,3364.88818359375,,,,
4077,4077,,3364.772216796875,,,
4077,4077,3364.772216796875,,,,
4078,4078,,3364.656982421875,,,
4078,4078,3364.656982421875,,,,
4079,4079,,3364.54150390625,,,
4079,4079,3364.54150390625,,,,
4080,4080,,3364.426025390625,,,
4080,4080,3364.426025390625,,,,
4081,4081,,3364.31103515625,,,
4081,4081,3364.31103515625,,,,
4082,4082,,3364.196044921875,,,
4082,4082,3364.196044921875,,,,
4083,4083,,3364.0810546875,,,
4083,4083,3364.0810546875,,,,
4084,4084,,3363.96630859375,,,
4084,4084,3363.96630859375,,,,
4085,4085,,3363.851806640625,,,
4085,4085,3363.851806640625,,,,
