epoch,step,test/error_T,test/loss,train/loss,val/error_T,val/loss,val/loss_best
0,0,,,0.0,,,
1,1,,,15993.541015625,,,
2,2,,,15969.29296875,,,
3,3,,,15944.8515625,,,
4,4,,,15920.1923828125,,,
5,5,,,15895.30859375,,,
6,6,,,15870.177734375,,,
7,7,,,15844.7841796875,,,
8,8,,,15819.119140625,,,
9,9,,,15793.1650390625,,,
10,10,,,15766.9130859375,,,
11,11,,,15740.3515625,,,
12,12,,,15713.4736328125,,,
13,13,,,15686.2685546875,,,
14,14,,,15658.7353515625,,,
15,15,,,15630.869140625,,,
16,16,,,15602.66796875,,,
17,17,,,15574.1328125,,,
18,18,,,15545.26953125,,,
19,19,,,15516.0771484375,,,
20,20,,,15486.5693359375,,,
21,21,,,15456.748046875,,,
22,22,,,15426.6318359375,,,
23,23,,,15396.2294921875,,,
24,24,,,15365.5576171875,,,
25,25,,,15334.6337890625,,,
26,26,,,15303.478515625,,,
27,27,,,15272.11328125,,,
28,28,,,15240.5654296875,,,
29,29,,,15208.85546875,,,
30,30,,,15177.0126953125,,,
31,31,,,15145.068359375,,,
32,32,,,15113.0478515625,,,
33,33,,,15080.9794921875,,,
34,34,,,15048.8974609375,,,
35,35,,,15016.83203125,,,
36,36,,,14984.8095703125,,,
37,37,,,14952.8603515625,,,
38,38,,,14921.0126953125,,,
39,39,,,14889.294921875,,,
40,40,,,14857.7294921875,,,
41,41,,,14826.3447265625,,,
42,42,,,14795.1640625,,,
43,43,,,14764.2080078125,,,
44,44,,,14733.5,,,
45,45,,,14703.0576171875,,,
46,46,,,14672.900390625,,,
47,47,,,14643.0458984375,,,
48,48,,,14613.509765625,,,
49,49,,,14584.310546875,,,
50,50,,,14555.4560546875,,,
51,51,,,14526.96484375,,,
52,52,,,14498.8447265625,,,
53,53,,,14471.107421875,,,
54,54,,,14443.7646484375,,,
55,55,,,14416.81640625,,,
56,56,,,14390.279296875,,,
57,57,,,14364.15234375,,,
58,58,,,14338.4423828125,,,
59,59,,,14313.1513671875,,,
60,60,,,14288.28125,,,
61,61,,,14263.833984375,,,
62,62,,,14239.8076171875,,,
63,63,,,14216.2001953125,,,
64,64,,,14193.013671875,,,
65,65,,,14170.2412109375,,,
66,66,,,14147.8779296875,,,
67,67,,,14125.9228515625,,,
68,68,,,14104.3681640625,,,
69,69,,,14083.208984375,,,
70,70,,,14062.4384765625,,,
71,71,,,14042.05078125,,,
